startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,7.530931799992686,None,Sadness,Sadness,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_22_1456,UniformityIllusion,2021.1.4,59.95128357893385,
,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_22_1456,UniformityIllusion,2021.1.4,59.95128357893385,
,,,,,,,,,,,,,,,9.614497399976244,None,1,[0.832980300008785],[0.8329844000109006],10.414860599994427,None,space,0.3926647999905981,10.414860599994427,None,,,,,,,,,,,,,001,2021_Jul_22_1456,UniformityIllusion,2021.1.4,59.95128357893385,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,13.04754359999788,None,space,4.6686593999911565,10.947336999990512,None,10.947336999990512,None,10.947336999990512,None,,001,2021_Jul_22_1456,UniformityIllusion,2021.1.4,59.95128357893385,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,1,1,1,,,,,,,,,,,,,,,,,,,,2,17.93056079998496,None,space,4.962969399988651,15.829869499983033,None,15.829869499983033,None,15.829869499983033,None,,001,2021_Jul_22_1456,UniformityIllusion,2021.1.4,59.95128357893385,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
