startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,text.started,text.stopped,hasPeriphery_2.started,hasPeriphery_2.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,noPeriphery_2.started,noPeriphery_2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,13.914373399995384,None,Sadness,Sadness,choice,"0,1,2,3",3: I am so sad or unhappy that I can't stand it,3.3412668999953894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
,,,,,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",3: I feel my future is hopeless and will only get worse,2.63005580000754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
,,,,,,,,,,,,,,,,,,,15.99911640000937,None,1,[4.219867000007071],[4.2198747000074945],20.178831800003536,None,space,1.217772000003606,20.178831800003536,None,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,21.751328700003796,None,space,3.2376328999962425,21.751328700003796,None,21.751328700003796,None,21.751328700003796,None,,,,,,,,,,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,25.49642799999856,None,space,2.805031099996995,25.49642799999856,None,25.49642799999856,None,25.49642799999856,None,,,,,,,,,,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,28.620847199999844,None,space,3.3287085000047227,28.620847199999844,None,28.620847199999844,None,28.620847199999844,None,,,,,,,,,,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,32.348034700000426,None,space,3.24985170000582,32.348034700000426,None,32.348034700000426,None,32.348034700000426,None,,,,,,,,,,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,35.94721900000877,None,None,,35.94721900000877,None,35.94721900000877,None,35.94721900000877,None,,,,,,,,,,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,38.93016346666943,None,None,,38.93016346666943,None,38.93016346666943,None,38.93016346666943,None,,,,,,,,,,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,a,,,,,0,0,0,0,39.02955570000631,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.145962433338475,None,None,41.145962433338475,None,41.145962433338475,None,41.145962433338475,None,,001,2021_Jul_13_1503,UniformityIllusion,2021.1.4,None,
