startImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,text.started,text.stopped,hasPeriphery_2.started,hasPeriphery_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,noPeriphery_2.started,noPeriphery_2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,7.389264600002207,None,Sadness,Sadness,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
,,,,,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
,,,,,,,,,,,,,,,,,,,9.456092899985379,None,1,[2.066651900007855],[2.066656300012255],11.488540299993474,None,space,0.4982480000180658,11.488540299993474,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3,12.239477399998577,None,space,2.5791898000170477,12.239477399998577,None,12.239477399998577,None,12.239477399998577,None,,,,,,,,,,,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,15.121575900004245,None,space,0.2491816999972798,15.121575900004245,None,15.121575900004245,None,15.121575900004245,None,,,,,,,,,,,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,15.654932400007965,None,space,0.2680513999948744,15.654932400007965,None,15.654932400007965,None,15.654932400007965,None,,,,,,,,,,,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,2,16.122369099990465,None,space,0.43233030001283623,16.122369099990465,None,16.122369099990465,None,16.122369099990465,None,,,,,,,,,,,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,3,16.838188299996546,None,space,0.3174183999944944,16.838188299996546,None,16.838188299996546,None,16.838188299996546,None,,,,,,,,,,,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,3,17.455466099985642,None,space,0.40365880000172183,17.455466099985642,None,17.455466099985642,None,17.455466099985642,None,,,,,,,,,,,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,a,,,,,0,0,0,0,18.038739199982956,None,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,20.221563300001435,None,space,6.166720700013684,20.221563300001435,None,20.221563300001435,None,20.221563300001435,None,,001,2021_Jul_22_1515,UniformityIllusion,2021.1.4,59.887626855354135,
