startImage,midImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,final.started,final.stopped,blank_screen.started,blank_screen.stopped,text.started,text.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,31.589385999992373,None,Sadness,Sadness,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
,,,,,,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
,,,,,,,,,,,,,,,,,,,,32.669365599998855,None,1,[1.0006563999922946],[1.000662199992803],33.629389099995024,None,space,0.9937972999905469,33.629389099995024,None,,,,,,,,,,,,,,,,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\2b.png,b,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,2,34.96455039999273,45.24435179999273,None,34.96455039999273,None,34.96455039999273,45.24435179999273,38.2492757,None,43.88427650000085,44.305286199989496,34.96455039999273,None,,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\1b.png,b,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,47.17811939999228,57.41773970000213,None,47.17811939999228,None,47.17811939999228,57.41773970000213,51.24410299998999,None,56.32229089998873,56.84437510000134,47.17811939999228,None,,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\3b.png,b,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,2,59.37637439998798,69.4714157999988,None,59.37637439998798,None,59.37637439998798,69.4714157999988,62.86362679999729,None,68.91981569999189,69.38546369998949,59.37637439998798,None,,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\1a.png,a,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,3,71.70860069998889,None,space,71.70860069998889,None,71.70860069998889,None,None,None,None,None,71.70860069998889,None,1.662076699998579,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\2a.png,a,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,74.72297160000016,None,space,74.72297160000016,None,74.72297160000016,None,None,None,None,None,74.72297160000016,None,0.4318253000092227,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\3a.png,a,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,2,76.52184629999101,None,space,76.52184629999101,None,76.52184629999101,None,None,None,None,None,76.52184629999101,None,0.3930648999958066,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\6a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\source_code\Pics\6a.png,a,,,,,0,0,0,4,78.06948539998848,None,,,,,,,,,,,,,,,,,,2,80.39092439999513,None,space,80.39092439999513,None,80.39092439999513,None,83.99467829999048,None,88.63572999999451,87.48524599999655,80.39092439999513,None,8.253085400006967,,001,2021_Aug_04_0936,UniformityIllusion,2021.1.4,None,
