startImage,midImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,final.started,final.stopped,blank_screen.started,blank_screen.stopped,text.started,text.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,83.97282759999871,None,Sadness,Sadness,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
,,,,,,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
,,,,,,,,,,,,,,,,,,,,85.05443009999908,None,1,[1.5223377000002074],[1.5223435999996582],86.53299389999847,None,space,1.1487274000010075,86.53299389999847,None,,,,,,,,,,,,,,,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,3,88.12712619999911,98.27646659999846,None,88.12712619999911,None,88.12712619999911,98.27646659999846,96.92484289999993,None,96.60806479999883,97.22811929999989,88.12712619999911,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2b.png,b,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,2,98.60788123333235,None,None,98.60788123333235,None,98.60788123333235,None,None,None,None,None,98.60788123333235,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,a,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,2,99.01428589999887,None,None,99.01428589999887,None,99.01428589999887,None,None,None,None,None,99.01428589999887,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,102.18453166666501,None,None,102.18453166666501,None,102.18453166666501,None,None,None,None,None,102.18453166666501,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\3b.png,b,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,2,102.62838069999998,None,None,102.62838069999998,None,102.62838069999998,None,None,None,None,None,102.62838069999998,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,2,104.33992609999913,None,None,104.33992609999913,None,104.33992609999913,None,None,None,None,None,104.33992609999913,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7b.png,None,,,,,0,0,0,7,104.45683749999989,None,,,,,,,,,,,,,,,,,,3,106.91456949999883,117.13954889999877,space,106.91456949999883,None,106.91456949999883,117.13954889999877,115.5063338,None,115.19076239999958,115.81623809999837,106.91456949999883,None,10.946155700001327,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
