startImage,midImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,TestTrialsLoop.thisRepN,TestTrialsLoop.thisTrialN,TestTrialsLoop.thisN,TestTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,final.started,final.stopped,blank_screen.started,blank_screen.stopped,text.started,text.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8a.png,None,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,3,118.34956619999866,None,None,118.34956619999866,None,118.34956619999866,None,None,None,None,None,118.34956619999866,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\13start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\13a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\13b.png,None,,,,,0,2,2,19,,,,,,,,,,,,,,,,,,,,2,118.91094649999869,None,None,118.91094649999869,None,118.91094649999869,None,None,None,None,None,118.91094649999869,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\7a.png,None,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,2,119.24427983333202,None,None,119.24427983333202,None,119.24427983333202,None,None,None,None,None,119.24427983333202,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,a,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,3,119.61094649999868,None,None,119.61094649999868,None,119.61094649999868,None,None,None,None,None,119.61094649999868,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\15start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\15a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\15b.png,None,,,,,0,5,5,23,,,,,,,,,,,,,,,,,,,,2,119.894279833332,None,None,119.894279833332,None,119.894279833332,None,None,None,None,None,119.894279833332,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10a.png,None,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,3,120.39367729999867,None,None,120.39367729999867,None,120.39367729999867,None,None,None,None,None,120.39367729999867,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\14start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\14a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\14b.png,None,,,,,0,7,7,21,,,,,,,,,,,,,,,,,,,,2,124.51897816666666,None,None,124.51897816666666,None,124.51897816666666,None,None,None,None,None,124.51897816666666,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9a.png,None,,,,,0,8,8,10,,,,,,,,,,,,,,,,,,,,3,124.96342959999856,None,space,124.96342959999856,None,124.96342959999856,None,None,None,None,None,124.96342959999856,None,1.0637361999997665,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,a,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,2,126.5242750999987,None,space,126.5242750999987,None,126.5242750999987,None,None,None,None,None,126.5242750999987,None,0.105056100001093,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\8b.png,None,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,,,3,127.03093783333254,None,None,127.03093783333254,None,127.03093783333254,None,None,None,None,None,127.03093783333254,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11b.png,None,,,,,0,11,11,15,,,,,,,,,,,,,,,,,,,,2,127.36427116666589,None,None,127.36427116666589,None,127.36427116666589,None,None,None,None,None,127.36427116666589,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\13start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\13a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\13a.png,None,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,2,127.73093783333255,None,None,127.73093783333255,None,127.73093783333255,None,None,None,None,None,127.73093783333255,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\14start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\14a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\14a.png,None,,,,,0,13,13,20,,,,,,,,,,,,,,,,,,,,2,128.11427116666587,None,None,128.11427116666587,None,128.11427116666587,None,None,None,None,None,128.11427116666587,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4b.png,b,,,,,0,14,14,1,,,,,,,,,,,,,,,,,,,,3,128.56535099999928,None,None,128.56535099999928,None,128.56535099999928,None,135.96145239999896,None,135.66175999999905,136.249496299999,128.56535099999928,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\9b.png,None,,,,,0,15,15,11,,,,,,,,,,,,,,,,,,,,3,136.61616296666568,None,None,136.61616296666568,None,136.61616296666568,None,None,None,None,None,136.61616296666568,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\6b.png,b,,,,,0,16,16,5,,,,,,,,,,,,,,,,,,,,3,137.08469199999854,None,None,137.08469199999854,None,137.08469199999854,None,None,None,None,None,137.08469199999854,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\4a.png,a,,,,,0,17,17,0,,,,,,,,,,,,,,,,,,,,2,139.74882846666614,None,None,139.74882846666614,None,139.74882846666614,None,None,None,None,None,139.74882846666614,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\12start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\12a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\12a.png,None,,,,,0,18,18,16,,,,,,,,,,,,,,,,,,,,3,140.12132289999863,None,None,140.12132289999863,None,140.12132289999863,None,None,None,None,None,140.12132289999863,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\15start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\15a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\15a.png,None,,,,,0,19,19,22,,,,,,,,,,,,,,,,,,,,3,142.55046189999848,None,None,142.55046189999848,None,142.55046189999848,None,None,None,None,None,142.55046189999848,None,,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\11a.png,None,,,,,0,20,20,14,,,,,,,,,,,,,,,,,,,,3,143.02188289999867,None,space,143.02188289999867,None,143.02188289999867,None,None,None,None,None,143.02188289999867,None,2.447195799999463,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\12start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\12a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\12b.png,None,,,,,0,21,21,17,,,,,,,,,,,,,,,,,,,,2,146.06142209999962,None,space,146.06142209999962,None,146.06142209999962,None,None,None,None,None,146.06142209999962,None,0.33765309999944293,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\10b.png,None,,,,,0,22,22,13,,,,,,,,,,,,,,,,,,,,2,146.9946506999986,None,space,146.9946506999986,None,146.9946506999986,None,None,None,None,None,146.9946506999986,None,0.14050900000074762,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\5b.png,b,,,,,0,23,23,3,,,,,,,,,,,,,,,,,,,,3,147.78054269999848,None,space,147.78054269999848,None,147.78054269999848,None,None,None,None,None,147.78054269999848,None,0.05864160000055563,,001,2021_Jul_29_1236,UniformityIllusion,2021.1.4,75.02128729037908,
