startImage,midImage,endImage,AB,PracticeTrialsLoop.thisRepN,PracticeTrialsLoop.thisTrialN,PracticeTrialsLoop.thisN,PracticeTrialsLoop.thisIndex,WelcomeText.started,WelcomeText.stopped,DepressionQuestionnaire.index,DepressionQuestionnaire.itemText,DepressionQuestionnaire.type,DepressionQuestionnaire.Scoring,DepressionQuestionnaire.response,DepressionQuestionnaire.rt,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,instructionsText.started,instructionsText.stopped,nextScreen.keys,nextScreen.rt,nextScreen.started,nextScreen.stopped,stimulusInterval,hasPeriphery.started,hasPeriphery.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,noPeriphery.started,noPeriphery.stopped,blank_screen.started,blank_screen.stopped,text.started,text.stopped,final.started,final.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,7.200416799983941,None,Sadness,Sadness,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_28_1221,UniformityIllusion,2021.1.4,59.74507970031367,
,,,,,,,,,,Pessimism,Pessimism,choice,"0,1,2,3",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_28_1221,UniformityIllusion,2021.1.4,59.74507970031367,
,,,,,,,,,,,,,,,,9.267042199964635,None,1,[1.0006276000058278],[1.000632100040093],10.23349260003306,None,space,0.34952680009882897,10.23349260003306,None,,,,,,,,,,,,,,,,,001,2021_Jul_28_1221,UniformityIllusion,2021.1.4,59.74507970031367,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,a,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,10.900479100062512,None,space,5.698592400061898,10.900479100062512,None,10.900479100062512,None,10.900479100062512,11.18257890001405,10.900479100062512,None,13.931993099977262,15.16553840006236,,001,2021_Jul_28_1221,UniformityIllusion,2021.1.4,59.74507970031367,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\1b.png,b,0,1,1,1,,,,,,,,,,,,,,,,,,,,2,16.948490599985234,None,space,3.8996005000080913,16.948490599985234,None,16.948490599985234,None,16.948490599985234,17.231775199994445,16.948490599985234,None,19.01480859995354,20.247471099952236,,001,2021_Jul_28_1221,UniformityIllusion,2021.1.4,59.74507970031367,
C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2start.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,C:\Users\hesselmann\Desktop\PsychoPyUniformityIllusion\UniformityIllusionPsychoPy\Pics\2a.png,a,0,2,2,2,,,,,,,,,,,,,,,,,,,,3,21.2306359000504,None,space,4.609518900047988,21.2306359000504,None,21.2306359000504,None,21.2306359000504,21.480892200022936,21.2306359000504,None,24.26371339999605,25.46368180005811,,001,2021_Jul_28_1221,UniformityIllusion,2021.1.4,59.74507970031367,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
